"study","tissue","signature","tau"
"OSD-635","vascular_smc","Effect of BET bromodomain inhibitor and/or mTOR inhibitor on transcriptome of small cell lung cancer patient-derived xenograft LX95 tumors GSE155923_2",-0.666856082416416
"OSD-635","vascular_smc","Effect of BET bromodomain inhibitor and/or mTOR inhibitor on transcriptome of small cell lung cancer patient-derived xenograft LX95 tumors GSE155923_3",65.790027262514
"OSD-635","vascular_smc","Modulating Androgen Receptor-driven Transcription in Prostate Cancer with Selective CDK9 Inhibitors [SLAM-seq] GSE156884_1",-0.666856082416416
"OSD-635","vascular_smc","Modulating Androgen Receptor-driven Transcription in Prostate Cancer with Selective CDK9 Inhibitors [SLAM-seq] GSE156884_2",-0.666856082416416
"OSD-635","vascular_smc","Modulating Androgen Receptor-driven Transcription in Prostate Cancer with Selective CDK9 Inhibitors [SLAM-seq] GSE156884_3",-3.31970943361578
"OSD-635","vascular_smc","HDAC inhibitors result in widespread alteration of the histone acetylation landscape and BRD4 targeting to gene bodies  GSE159620_1",-0.666856082416416
"OSD-635","vascular_smc","HDAC inhibitors result in widespread alteration of the histone acetylation landscape and BRD4 targeting to gene bodies  GSE159620_2",-0.666856082416416
"OSD-635","vascular_smc","HDAC inhibitors result in widespread alteration of the histone acetylation landscape and BRD4 targeting to gene bodies  GSE159620_3",-0.666856082416416
"OSD-635","vascular_smc","RNA-Seq analysis RPE1 cells following exposure to Nutlin-3 to identify target genes of p53 [tpo12] GSE86104_1",-0.666856082416416
"OSD-635","vascular_smc","EZH2 inhibitor efficacy in non-Hodgkin lymphoma does not require suppression of H3K27 mono-methylation [RNA-Seq] GSE62056_1",-0.666856082416416
"OSD-635","vascular_smc","EZH2 inhibitor efficacy in non-Hodgkin lymphoma does not require suppression of H3K27 mono-methylation [RNA-Seq] GSE62056_2",-0.666856082416416
"OSD-635","vascular_smc","EZH2 inhibitor efficacy in non-Hodgkin lymphoma does not require suppression of H3K27 mono-methylation [RNA-Seq] GSE62056_3",-0.666856082416416
"OSD-635","vascular_smc","SPOP mutation confers intrinsic BET inhibitor resistance in prostate cancer GSE88872_1",-0.666856082416416
"OSD-635","vascular_smc","Distinct gene regulatory programs define the inhibitory effects of LXRs and PPARG on cancer cell proliferation GSE77039_1",100
"OSD-635","vascular_smc","Distinct gene regulatory programs define the inhibitory effects of LXRs and PPARG on cancer cell proliferation GSE77039_2",15.4114183943578
"OSD-635","vascular_smc","Distinct gene regulatory programs define the inhibitory effects of LXRs and PPARG on cancer cell proliferation GSE77039_3",57.1744402729344
"OSD-635","vascular_smc","AZ1366: An inhibitor of tankyrase and the canonical Wnt pathway that limits the persistence of non-small cell lung cancer cells following EGFR inhibition GSE80802_1",-0.666856082416416
"OSD-635","vascular_smc","AZ1366: An inhibitor of tankyrase and the canonical Wnt pathway that limits the persistence of non-small cell lung cancer cells following EGFR inhibition GSE80802_2",-0.666856082416416
"OSD-635","vascular_smc","AZ1366: An inhibitor of tankyrase and the canonical Wnt pathway that limits the persistence of non-small cell lung cancer cells following EGFR inhibition GSE80802_3",-0.666856082416416
"OSD-635","vascular_smc","Gene expression analysis of C4-2 cells treated with ACLY inhibitor and Enzalutamide GSE81796_1",100
"OSD-635","vascular_smc","Gene expression analysis of C4-2 cells treated with ACLY inhibitor and Enzalutamide GSE81796_2",51.141074649919
"OSD-635","vascular_smc","Gene expression analysis of C4-2 cells treated with ACLY inhibitor and Enzalutamide GSE81796_3",-17.2292093098941
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_1",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_2",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_3",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_4",31.6460633904195
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_5",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_6",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_7",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_8",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_9",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_10",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_11",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_12",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_13",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_14",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_15",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_16",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_17",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_18",28.0164697759863
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_19",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_20",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_21",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_22",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_23",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_24",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_25",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_26",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_27",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_28",-0.666856082416416
"OSD-635","vascular_smc","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_29",-1.27967405064624
"OSD-635","vascular_smc","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_1",-0.666856082416416
"OSD-635","vascular_smc","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_2",-0.666856082416416
"OSD-635","vascular_smc","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_3",-0.666856082416416
"OSD-635","vascular_smc","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_1",100
"OSD-635","vascular_smc","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_2",-100
"OSD-635","vascular_smc","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_3",-0.666856082416416
"OSD-635","vascular_smc","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_4",-100
"OSD-635","vascular_smc","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_5",-0.666856082416416
"OSD-635","vascular_smc","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_6",-0.666856082416416
"OSD-635","vascular_smc","Identify the master regulator of ILT3.Fc induced perturbation in Jurkat cells GSE106147_1",-0.666856082416416
"OSD-635","vascular_smc","Variation of human neural stem cells generating organizer states in vitro before committing to cortical excitatory or inhibitory neuronal fates [human RNAseq #1] GSE144156_1",-0.666856082416416
"OSD-635","vascular_smc","RNA sequencing of human marcrophages treated with lipopolysaccharide (LPS) for 8 hours, with or without BCAT1 inhibitor (ERG240) GSE148701_1",-0.666856082416416
"OSD-635","vascular_smc","Transcriptional Modulation of Human Endogenous Retroviruses in Primary CD4+ T Cells Following Vorinostat Treatment GSE102187_1",-3.20199543182676
"OSD-635","vascular_smc","Integration of metabolomics and transcriptomic expression profiling discloses pivotal role of arachidonic acid metabolism pathway in response to acute hypoxia exposure GSE103940_1",-0.666856082416416
"OSD-635","vascular_smc","Epigenomes and Transcriptomes of human macrophages after ex vivo exposure to mevalonate GSE104227_1",-0.666856082416416
"OSD-635","vascular_smc","A Brain Penetrant Mutant IDH1 Inhibitor Provides In Vivo Survival Benefit GSE105447_1",67.3720613332418
"OSD-635","vascular_smc","Expression levels of genes of NKG2C+ NK cells after in vitro treatment GSE109823_1",-0.666856082416416
"OSD-635","vascular_smc","Next Generation Sequencing Facilitates Quantitative Analysis of transcriptomes of human cord blood CD34+ cells treated with HDAC5 inhibitor GSE110736_1",-100
"OSD-635","vascular_smc","RNA-seq of PC3 prostate cancer cell line xenografts in mice administered the ghrelin receptor antagonist [D-Lys3]-GHRP-6 or PBS for two weeks GSE113799_1",-0.666856082416416
"OSD-635","vascular_smc","RNA-seq of HBV-infected Primary Human Hepatocytes treatment by Tazarotene GSE114003_1",68.1435478916856
"OSD-635","vascular_smc","RNA sequencing of COH29 treatment in C4-2 cells GSE117921_1",-99.2426584980004
"OSD-635","vascular_smc","Gene expression profiling U87 cells knocking down Glud1 under low glucose treatment GSE121580_1",-0.666856082416416
"OSD-635","vascular_smc","Loss of the FAT1 tumor suppressor promotes resistance to CDK4/6 inhibitors via the Hippo pathway GSE122088_1",-0.666856082416416
"OSD-635","vascular_smc","The study of the role of POU3F2 in response to UVB treatment GSE124761_1",-0.666856082416416
"OSD-635","vascular_smc","A novel CRISPR-engineered prostate cancer cell line defines the AR-V transcriptome and identifies PARP inhibitor sensitivities. GSE126306_1",-0.666856082416416
"OSD-635","vascular_smc","Integrated high-throughput screen to identify novel treatment leads for pediatric acute myeloid leukemia (AML) GSE126489_1",100
"OSD-635","vascular_smc","Variable gene expression and parasite load predict treatment outcome in cutaneous leishmaniasis GSE127831_1",-0.666856082416416
"OSD-635","vascular_smc","Subcellular pathways shared by afflicted patients and mutant mice identify a new drug treatment for aortic aneurysm in Marfan syndrome GSE128101_1",-0.666856082416416
"OSD-635","vascular_smc","IL-11 neutralising therapies for the treatment of nonalcoholic steatohepatitis GSE128940_1",-100
"OSD-635","vascular_smc","Transcriptome Analysis Reveals Distinct Responses to Physiologic versus Toxic Manganese Exposure in Human Neuroblastoma Cells GSE129336_1",-0.666856082416416
"OSD-635","vascular_smc","Expression profiling of IL-13 stimulated PBMCs with and without an IL-13R antagonist GSE79027_1",-0.666856082416416
"OSD-635","vascular_smc","Patient-derived xenograft models of non-small cell lung cancer for evaluating targeted drug sensitivity and resistance GSE130160_1",100
"OSD-635","vascular_smc","Expression profiling of IL-13 stimulated PBMCs with and without an IL-13R antagonist GSE79027_2",-0.666856082416416
"OSD-635","vascular_smc","Gene expression profile in Caco-2 cells upon co-treatment with lovastatin and selective AHR ligands GSE130234_1",-0.666856082416416
"OSD-635","vascular_smc","RNA sequencing in human GBM stem cells with Myc knockdown and PARP inhibitor treatment GSE131218_1",-0.666856082416416
"OSD-635","vascular_smc","Dynamic induction of drug resistance through a stress-responsive enhancer in acute myeloid leukemia [RNA-seq] GSE131823_1",100
"OSD-635","vascular_smc","Evolving Spindlin1 Small Molecule Inhibitors Using Protein Microarrays GSE92547_1",-0.666856082416416
"OSD-635","vascular_smc","Evolving Spindlin1 Small Molecule Inhibitors Using Protein Microarrays GSE92547_2",-0.666856082416416
"OSD-635","vascular_smc","Treatment of melanoma cell lines with CCG-222740 GSE134320_1",-0.666856082416416
"OSD-635","vascular_smc","Human induced pluripotent stem cell-derived vocal fold mucosa mimics development and responses to smoke exposure GSE135548_1",100
"OSD-635","vascular_smc","Long-term Y-27632 treatment promotes senescence of primary human dermal fibroblasts by increasing IGFBP-5 GSE135934_1",-100
"OSD-635","vascular_smc","Rescuing over-activated microglia by acetaminophen treatment restores cognitive performance in the Dp(16) mouse model of Down syndrome. GSE137939_1",-0.666856082416416
"OSD-635","vascular_smc","Drug-induced mitochondrial oxidative stress is responsible for various effects of the survivin inhibitor Sepantronium Bromide (YM155) in triple negative breast cancer cells GSE139364_1",-0.666856082416416
"OSD-635","vascular_smc","Comprehensive transcriptome analysis of human myofibroblasts with/without the JQ-1 treatment [mRNA] GSE140476_1",100
