"gene","class","source","mean_lfc","padj","n_studies","n_species","direction_concordance"
"TRPC4","C6_oncogenic","MSigDB_C6",-0.290857954174239,0.0273061351539155,16,1,0.5625
"PARP3","C6_oncogenic","MSigDB_C6",-0.0958244584558844,0.0273373116109261,23,1,0.652173913043478
"AKR1B10","C6_oncogenic","MSigDB_C6",-0.163966451171037,0.0274209420125872,23,1,0.608695652173913
"SLC26A8","C6_oncogenic","MSigDB_C6",0.272932011501825,0.0274248680184155,10,1,0.7
"NOL8","C6_oncogenic","MSigDB_C6",-0.0620258523168948,0.0278771541420699,23,1,0.608695652173913
"TCN2","C6_oncogenic","MSigDB_C6",-0.155167876800789,0.0279640630258534,23,1,0.565217391304348
"EARS2","C6_oncogenic","MSigDB_C6",0.0548393415536535,0.0279863637929796,23,1,0.608695652173913
"CITED2","C6_oncogenic","MSigDB_C6",-0.103100515416184,0.0280091812101037,23,1,0.521739130434783
"NPL","C6_oncogenic","MSigDB_C6",-0.241983975614111,0.0280091812101037,23,1,0.652173913043478
"CBX7","C6_oncogenic","MSigDB_C6",0.149267941590561,0.0280107305579377,23,1,0.608695652173913
"B4GALT4","C6_oncogenic","MSigDB_C6",-0.12578878879355,0.0280195039879017,23,1,0.608695652173913
"DNAJA1","C6_oncogenic","MSigDB_C6",-0.0688684440320278,0.0280348871452825,23,1,0.739130434782609
"MTMR10","C6_oncogenic","MSigDB_C6",0.110722250736272,0.0280450000269982,23,1,0.608695652173913
"CD207","C6_oncogenic","MSigDB_C6",-0.458992259014272,0.0280551354261036,8,1,0.875
"SYT1","C6_oncogenic","MSigDB_C6",-0.285807072307632,0.0280551354261036,19,1,0.631578947368421
"PDZK1IP1","C6_oncogenic","MSigDB_C6",-0.212574165064019,0.0280913212599071,13,1,0.769230769230769
"ATAD2B","C6_oncogenic","MSigDB_C6",0.121728602080411,0.0282638811765214,23,1,0.739130434782609
"SERHL","C6_oncogenic","MSigDB_C6",-0.168167189675727,0.0282671600283452,17,1,0.647058823529412
"CALD1","C6_oncogenic","MSigDB_C6",-0.113206677804655,0.0283100677692279,23,1,0.478260869565217
"CD22","C6_oncogenic","MSigDB_C6",-0.482709107868358,0.0283984807147802,15,1,0.666666666666667
"SLC2A11","C6_oncogenic","MSigDB_C6",0.203672468471408,0.0284732157008432,10,1,0.8
"IL10RA","C6_oncogenic","MSigDB_C6",-0.270928424125392,0.0284737115140505,18,1,0.777777777777778
"LAMTOR3","C6_oncogenic","MSigDB_C6",-0.0342972149853765,0.0285680022784013,23,1,0.695652173913043
"ADAP2","C6_oncogenic","MSigDB_C6",0.138725372114329,0.0287928521922102,23,1,0.739130434782609
"SLIT2","C6_oncogenic","MSigDB_C6",-0.198097682113294,0.0290037283320065,22,1,0.454545454545455
"BACH1","C6_oncogenic","MSigDB_C6",-0.0271228361404409,0.0290212228306177,23,1,0.608695652173913
"PGR","C6_oncogenic","MSigDB_C6",0.351328695726529,0.0290212228306177,10,1,0.9
"ART3","C6_oncogenic","MSigDB_C6",0.335495112911146,0.0290326310335937,19,1,0.526315789473684
"HDAC2","C6_oncogenic","MSigDB_C6",-0.0369935034902466,0.0291532518002571,23,1,0.608695652173913
"PAXIP1-DT","C6_oncogenic","MSigDB_C6",0.161169130559208,0.0293895211963523,10,1,0.8
"GPX8","C6_oncogenic","MSigDB_C6",-0.171496158270439,0.0294279588113701,23,1,0.608695652173913
"GCM1","C6_oncogenic","MSigDB_C6",2.57238930386485,0.0294735247413084,3,1,1
"RRP9","C6_oncogenic","MSigDB_C6",-0.164855159280005,0.0294796340526879,23,1,0.782608695652174
"ACSM3","C6_oncogenic","MSigDB_C6",0.272277745451613,0.0295317660856828,19,1,0.578947368421053
"AHSA1","C6_oncogenic","MSigDB_C6",-0.0695497562877998,0.0295351715535177,23,1,0.695652173913043
"CELA2A","C6_oncogenic","MSigDB_C6",-2.8105149021078,0.0296197889131987,2,1,1
"GNGT2","C6_oncogenic","MSigDB_C6",-0.215931952776653,0.0296564521997992,16,1,0.8125
"TFRC","C6_oncogenic","MSigDB_C6",-0.0923400495423426,0.0297093584478947,23,1,0.565217391304348
"SLC30A9","C6_oncogenic","MSigDB_C6",-0.00510111783766617,0.0297838150555345,23,1,0.565217391304348
"TEK","C6_oncogenic","MSigDB_C6",-0.135637293837478,0.029920002020166,21,1,0.714285714285714
"MICB","C6_oncogenic","MSigDB_C6",-0.328515506406007,0.0299560420169099,9,1,0.444444444444444
"CLDN1","C6_oncogenic","MSigDB_C6",-0.203507576957821,0.030117764236822,22,1,0.5
"FOS","oncogene","Curated",-0.329335730550612,0.030117764236822,23,1,0.565217391304348
"NYNRIN","C6_oncogenic","MSigDB_C6",0.143135686446405,0.0301934995315767,23,1,0.565217391304348
"CCN6","C6_oncogenic","MSigDB_C6",0.965458118945458,0.030204587781902,4,1,1
"MAFF","C6_oncogenic","MSigDB_C6",-0.144021409604163,0.0304006725899716,23,1,0.565217391304348
"UBA7","C6_oncogenic","MSigDB_C6",-0.23584539122009,0.0304479286678081,23,1,0.565217391304348
"EPCAM","C6_oncogenic","MSigDB_C6",0.313218288995829,0.0304729080362302,17,1,0.647058823529412
"RGS2","C6_oncogenic","MSigDB_C6",-0.182096217040776,0.0306683323863076,23,1,0.608695652173913
"MAGOHB","C6_oncogenic","MSigDB_C6",-0.0969791763230019,0.030861317676774,23,1,0.565217391304348
"PHGDH","C6_oncogenic","MSigDB_C6",-0.150152637618524,0.030886632814653,23,1,0.521739130434783
"PLEKHO1","C6_oncogenic","MSigDB_C6",-0.115831524418995,0.0309161281434697,23,1,0.695652173913043
"TSHB","C6_oncogenic","MSigDB_C6",0.733932538300169,0.0309161281434697,5,1,1
"MTTP","C6_oncogenic","MSigDB_C6",0.110397851774732,0.0309263046301865,19,1,0.684210526315789
"RSPH1","C6_oncogenic","MSigDB_C6",-0.398974654077913,0.0309263046301865,12,1,0.75
"HSD17B13","C6_oncogenic","MSigDB_C6",0.251887153377217,0.0309606111916035,7,1,0.571428571428571
"ACAT2","C6_oncogenic","MSigDB_C6",0.0519967243252852,0.0309757692051309,23,1,0.565217391304348
"INHA","C6_oncogenic","MSigDB_C6",0.179013221174102,0.0310041569502813,18,1,0.666666666666667
"CSF2","SASP","Curated",-1.25755652396078,0.031012238787715,2,1,1
"NAP1L1","C6_oncogenic","MSigDB_C6",0.0912490129628399,0.0310140907530241,23,1,0.652173913043478
"GARNL3","C6_oncogenic","MSigDB_C6",0.149571236948648,0.0313165273487408,23,1,0.478260869565217
"MT1H","C6_oncogenic","MSigDB_C6",2.51855133020791,0.031328749838068,3,1,0.666666666666667
"PEX1","C6_oncogenic","MSigDB_C6",0.102708767013966,0.0313623874961841,23,1,0.695652173913043
"WFIKKN1","C6_oncogenic","MSigDB_C6",0.192615827656359,0.0314273632704117,18,1,0.666666666666667
"OSBPL11","C6_oncogenic","MSigDB_C6",-0.0175754691900482,0.0314772557074132,23,1,0.521739130434783
"EGFL7","C6_oncogenic","MSigDB_C6",0.138065556189345,0.0315336626927501,23,1,0.565217391304348
"HAS2","C6_oncogenic","MSigDB_C6",-0.206401228486651,0.0316394774175009,17,1,0.470588235294118
"CCDC80","C6_oncogenic","MSigDB_C6",-0.276429971646422,0.0317030410907024,23,1,0.565217391304348
"RAB9B","C6_oncogenic","MSigDB_C6",0.197048496821692,0.0317030410907024,15,1,0.733333333333333
"IDNK","C6_oncogenic","MSigDB_C6",-0.111143141444883,0.0318159612324789,23,1,0.652173913043478
"SLC7A5","C6_oncogenic","MSigDB_C6",-0.110268841650828,0.0318270527343834,23,1,0.521739130434783
"ATP6AP2","C6_oncogenic","MSigDB_C6",-0.121428261269671,0.0319465916503951,23,1,0.695652173913043
"EIF4ENIF1","C6_oncogenic","MSigDB_C6",0.0891093388711987,0.0319858409100804,23,1,0.608695652173913
"PGF","C6_oncogenic","MSigDB_C6",0.0286783194813332,0.0319907460560633,19,1,0.631578947368421
"CD82","C6_oncogenic","MSigDB_C6",-0.197615741399498,0.0319929932218464,23,1,0.521739130434783
"COX7B","C6_oncogenic","MSigDB_C6",0.00148371835212963,0.0320272009289707,23,1,0.521739130434783
"H2BC7","C6_oncogenic","MSigDB_C6",0.49834479302177,0.0320272009289707,10,1,0.7
"SLC29A2","C6_oncogenic","MSigDB_C6",0.262957746233056,0.0320272009289707,23,1,0.652173913043478
"STYX","C6_oncogenic","MSigDB_C6",0.108599220752872,0.0320272009289707,23,1,0.608695652173913
"NREP","C6_oncogenic","MSigDB_C6",-0.237741522622708,0.0320416788815724,23,1,0.434782608695652
"ISCU","C6_oncogenic","MSigDB_C6",-0.0967978431931722,0.0320473414133679,23,1,0.695652173913043
"RGSL1","C6_oncogenic","MSigDB_C6",0.351122042219458,0.0321273914022198,9,1,0.777777777777778
"GABRE","C6_oncogenic","MSigDB_C6",0.107678826713158,0.0322055931652547,19,1,0.631578947368421
"INPP5F","C6_oncogenic","MSigDB_C6",0.0785883385013559,0.0322055931652547,23,1,0.652173913043478
"CPN1","C6_oncogenic","MSigDB_C6",0.514333880465631,0.0322509239828538,10,1,0.7
"S100A6","C6_oncogenic","MSigDB_C6",-0.178272748713931,0.0325012114245964,23,1,0.652173913043478
"DBNDD1","C6_oncogenic","MSigDB_C6",0.156124918694366,0.0325549613799618,17,1,0.529411764705882
"PON2","C6_oncogenic","MSigDB_C6",-0.137815856984744,0.0325838895978843,23,1,0.739130434782609
"LPCAT4","C6_oncogenic","MSigDB_C6",0.106934314974981,0.033014048828918,23,1,0.521739130434783
"TMEM8B","C6_oncogenic","MSigDB_C6",0.111776275221996,0.0331369663320557,23,1,0.565217391304348
"KLF13","C6_oncogenic","MSigDB_C6",-0.116409039025844,0.033288084983862,23,1,0.608695652173913
"RBM28","C6_oncogenic","MSigDB_C6",-0.0562012622313036,0.033288084983862,23,1,0.608695652173913
"HLA-B","C6_oncogenic","MSigDB_C6",-0.392081567005814,0.0333899189090268,10,1,0.6
"SLC16A2","C6_oncogenic","MSigDB_C6",-0.119926055878513,0.0335108205710914,22,1,0.545454545454545
"AHR","C6_oncogenic","MSigDB_C6",-0.122636533103492,0.0335283124064172,23,1,0.608695652173913
"DOCK3","C6_oncogenic","MSigDB_C6",-0.0607327016673146,0.0335346556289846,20,1,0.7
"NUP43","C6_oncogenic","MSigDB_C6",0.0804689751435513,0.0335346556289846,23,1,0.565217391304348
"SLC38A1","C6_oncogenic","MSigDB_C6",-0.135890882969883,0.0335346556289846,23,1,0.478260869565217
"ZNF629","C6_oncogenic","MSigDB_C6",0.0322676289579135,0.0335527744376183,10,1,0.4
"ERAP1","C6_oncogenic","MSigDB_C6",-0.0631163031888487,0.0335652796736607,23,1,0.521739130434783
"PIK3CD","oncogene","Curated",-0.170108271305214,0.0335652796736607,23,1,0.652173913043478
"ADRA2A","C6_oncogenic","MSigDB_C6",-0.41230765347824,0.0337162089247774,16,1,0.5625
"HIPK3","C6_oncogenic","MSigDB_C6",0.147180961482506,0.0337162089247774,23,1,0.608695652173913
"TENT5C","C6_oncogenic","MSigDB_C6",-0.209723369791008,0.0337183828463042,23,1,0.695652173913043
"CERKL","C6_oncogenic","MSigDB_C6",0.164989778552391,0.0338856485287701,17,1,0.705882352941177
"IQCA1","C6_oncogenic","MSigDB_C6",0.524190981446082,0.0339513992833494,3,1,1
"BNC1","C6_oncogenic","MSigDB_C6",-0.266267772842219,0.0340149744329111,14,1,0.571428571428571
"FBLN1","C6_oncogenic","MSigDB_C6",-0.113902931369686,0.0340710588422034,23,1,0.565217391304348
"HR","C6_oncogenic","MSigDB_C6",-0.371804296118338,0.0341079233532656,22,1,0.363636363636364
"IGHM","C6_oncogenic","MSigDB_C6",-0.337724883427737,0.0341788938049895,13,1,0.615384615384615
"SDHB","TSG","Curated",-0.0215875751421198,0.0341788938049895,23,1,0.565217391304348
"PLSCR1","C6_oncogenic","MSigDB_C6",-0.226376488797649,0.0341794019854442,23,1,0.695652173913043
"IGFBP1","C6_oncogenic","MSigDB_C6",-0.638193259767492,0.0342252226647457,13,1,0.615384615384615
"CRYBG1","C6_oncogenic","MSigDB_C6",-0.193831120694988,0.0342397119842131,23,1,0.521739130434783
"CSNK1E","C6_oncogenic","MSigDB_C6",0.0832809334112809,0.0342916371224861,23,1,0.652173913043478
"RAB3B","C6_oncogenic","MSigDB_C6",-0.579768386995105,0.0342916371224861,22,1,0.545454545454545
"APBA1","C6_oncogenic","MSigDB_C6",-0.138102933489927,0.0343774038943886,23,1,0.652173913043478
"NBEAL2","C6_oncogenic","MSigDB_C6",0.104618632760938,0.0344727956389147,23,1,0.608695652173913
"TRPM8","C6_oncogenic","MSigDB_C6",0.147776789035518,0.0346274900392501,9,1,0.666666666666667
"KLF5","C6_oncogenic","MSigDB_C6",0.0733303439381821,0.0346842225857426,21,1,0.666666666666667
"EHBP1L1","C6_oncogenic","MSigDB_C6",-0.0734736020889092,0.0347191446867703,23,1,0.652173913043478
"ATPSCKMT","C6_oncogenic","MSigDB_C6",-0.173532933287223,0.0347845145658008,23,1,0.521739130434783
"COL3A1","C6_oncogenic","MSigDB_C6",-0.310381797978671,0.0347845145658008,22,1,0.636363636363636
"SPOP","C6_oncogenic","MSigDB_C6",-0.0148353044361409,0.0349174282542966,23,1,0.521739130434783
"E2F2","C6_oncogenic","MSigDB_C6",-0.47159168703658,0.0349535345617394,20,1,0.6
"ALG12","C6_oncogenic","MSigDB_C6",-0.103260181422372,0.0349994617745575,23,1,0.521739130434783
"GTF2E2","C6_oncogenic","MSigDB_C6",-0.088773354875655,0.0350096884147771,23,1,0.565217391304348
"PSPC1","C6_oncogenic","MSigDB_C6",0.0712878188660219,0.0350973953857876,23,1,0.565217391304348
"FPGS","C6_oncogenic","MSigDB_C6",0.047507036893124,0.0351288520792564,23,1,0.608695652173913
"RBBP5","C6_oncogenic","MSigDB_C6",-0.0642996430200701,0.0351803529370221,23,1,0.782608695652174
"PAFAH2","C6_oncogenic","MSigDB_C6",-0.170410403336684,0.035184887338905,23,1,0.695652173913043
"PRICKLE3","C6_oncogenic","MSigDB_C6",-0.120467782014274,0.035184887338905,23,1,0.434782608695652
"DIDO1","C6_oncogenic","MSigDB_C6",0.0815313489383184,0.0352877612964965,23,1,0.565217391304348
"ATP5MC3","C6_oncogenic","MSigDB_C6",-0.0162597549683322,0.0353372032320256,23,1,0.652173913043478
"PMP2","C6_oncogenic","MSigDB_C6",-1.21110281835261,0.0354188710432249,3,1,1
"DNAJC4","C6_oncogenic","MSigDB_C6",0.0884557590127941,0.0354453048113318,23,1,0.565217391304348
"KIFBP","C6_oncogenic","MSigDB_C6",-0.045617922717394,0.035478505424342,23,1,0.521739130434783
"APOA5","C6_oncogenic","MSigDB_C6",0.764542883831387,0.0356990247056609,8,1,0.5
"RIMKLA","C6_oncogenic","MSigDB_C6",0.246605793093758,0.0358281395787815,17,1,0.588235294117647
"PNN","C6_oncogenic","MSigDB_C6",0.0662702698154653,0.0359028492175788,23,1,0.565217391304348
"HERC4","C6_oncogenic","MSigDB_C6",-0.0663232367497367,0.035915298120873,23,1,0.652173913043478
"PAK3","C6_oncogenic","MSigDB_C6",0.0891895036860769,0.0359575692073293,17,1,0.529411764705882
"PRKCA","C6_oncogenic","MSigDB_C6",-0.0870264160726997,0.0359663905376323,23,1,0.652173913043478
"NCBP1","C6_oncogenic","MSigDB_C6",-0.0560522988118572,0.0359826981881235,23,1,0.608695652173913
"TBCC","C6_oncogenic","MSigDB_C6",-0.140621489924559,0.0360127227622982,23,1,0.608695652173913
"TASOR","C6_oncogenic","MSigDB_C6",-0.0355411921981315,0.0361622783701191,23,1,0.565217391304348
"PDCL3","C6_oncogenic","MSigDB_C6",-0.0879703614615916,0.0362065528721586,23,1,0.565217391304348
"DENND2D","C6_oncogenic","MSigDB_C6",-0.215202801034158,0.0362560966809151,22,1,0.636363636363636
"PPM1E","C6_oncogenic","MSigDB_C6",-0.0672663628778283,0.0363318611441149,19,1,0.526315789473684
"ARHGAP19","C6_oncogenic","MSigDB_C6",0.128060262829742,0.036333849739474,23,1,0.652173913043478
"GAS2L1","C6_oncogenic","MSigDB_C6",-0.172617292275069,0.0363913229169606,23,1,0.608695652173913
"SIPA1","C6_oncogenic","MSigDB_C6",-0.14310560664183,0.0363913229169606,23,1,0.565217391304348
"TCAF1","C6_oncogenic","MSigDB_C6",0.0965481704627996,0.0363913229169606,23,1,0.695652173913043
"ZNF697","C6_oncogenic","MSigDB_C6",-0.183974017688744,0.0363913229169606,10,1,0.7
"IFI30","C6_oncogenic","MSigDB_C6",-0.224523836111764,0.0365233107359065,15,1,0.8
"FGFR1","oncogene","Curated",-0.122235296574977,0.0365916659609078,23,1,0.521739130434783
"SMARCA4","C6_oncogenic","MSigDB_C6",0.0438267475563077,0.0366732776878434,23,1,0.478260869565217
"TP63","C6_oncogenic","MSigDB_C6",-0.875512832735082,0.0366732776878434,6,1,0.5
"AKR1C2","C6_oncogenic","MSigDB_C6",-0.113696502825707,0.0368406952309696,10,1,0.5
"ARID5B","C6_oncogenic","MSigDB_C6",-0.105461759114311,0.0369452371278023,23,1,0.565217391304348
"TUBA1A","C6_oncogenic","MSigDB_C6",-0.159124738184106,0.036949232619204,23,1,0.739130434782609
"TGFBR2","C6_oncogenic","MSigDB_C6",-0.159476671704105,0.03698951212523,23,1,0.478260869565217
"ABCC3","C6_oncogenic","MSigDB_C6",-0.209903380841411,0.0370107085195478,22,1,0.590909090909091
"FGB","C6_oncogenic","MSigDB_C6",0.993057291896481,0.0370742912010215,11,1,0.909090909090909
"DYNC2I1","C6_oncogenic","MSigDB_C6",0.0968468887717671,0.0372991206241269,23,1,0.652173913043478
"HOXC4","C6_oncogenic","MSigDB_C6",0.0484789067367165,0.0375657488577194,12,1,0.5
"PRRC2A","C6_oncogenic","MSigDB_C6",0.04239579083622,0.0376396668523312,23,1,0.652173913043478
"SCRG1","C6_oncogenic","MSigDB_C6",-0.430580586940399,0.0378515572557757,12,1,0.666666666666667
"AKT3","oncogene","Curated",-0.0462246859393985,0.0378912316801927,22,1,0.681818181818182
"ITPR1","C6_oncogenic","MSigDB_C6",0.024484839791531,0.0379157813544529,23,1,0.608695652173913
"PTRH1","C6_oncogenic","MSigDB_C6",-0.132451575743965,0.0380324925632634,19,1,0.578947368421053
"TP53INP1","C6_oncogenic","MSigDB_C6",-0.150151824749073,0.0381605503012936,10,1,0.6
"CLASRP","C6_oncogenic","MSigDB_C6",0.0679339190054058,0.0383733695586932,23,1,0.565217391304348
"MMP15","C6_oncogenic","MSigDB_C6",-0.209654459260785,0.0383733695586932,23,1,0.434782608695652
"PRADC1","C6_oncogenic","MSigDB_C6",0.110383020563287,0.0385798509376654,23,1,0.565217391304348
"NME5","C6_oncogenic","MSigDB_C6",-0.398407990683794,0.0388477967422401,17,1,0.647058823529412
"NR2E3","C6_oncogenic","MSigDB_C6",0.922347068395307,0.0390421250479663,6,1,0.666666666666667
"ZNF266","C6_oncogenic","MSigDB_C6",0.111135201296505,0.0390538781910608,10,1,0.6
"MRPL41","C6_oncogenic","MSigDB_C6",-0.0665453190041546,0.0391109604164456,23,1,0.608695652173913
"IGF2","SASP","Curated",0.269110636824674,0.0391931500334008,16,1,0.625
"FANCF","C6_oncogenic","MSigDB_C6",-0.112761559350292,0.039380026811305,23,1,0.565217391304348
"UPK3B","C6_oncogenic","MSigDB_C6",-0.452908434261553,0.0394615347894181,15,1,0.6
"SMTNL1","C6_oncogenic","MSigDB_C6",-0.389699971841479,0.0394709189121174,9,1,0.666666666666667
"HS2ST1","C6_oncogenic","MSigDB_C6",0.0762431291859055,0.039472686493186,23,1,0.565217391304348
"ARHGEF9","C6_oncogenic","MSigDB_C6",0.124096989687654,0.0396371593752271,23,1,0.565217391304348
"PODNL1","C6_oncogenic","MSigDB_C6",-0.0771687935481755,0.0396745690542159,18,1,0.611111111111111
"TNFRSF21","C6_oncogenic","MSigDB_C6",-0.186759440899637,0.0398157909987075,23,1,0.565217391304348
"FAM174B","C6_oncogenic","MSigDB_C6",-0.0920746592155271,0.039851541898606,23,1,0.652173913043478
"PACRG","C6_oncogenic","MSigDB_C6",0.171705412658028,0.0398831188148436,12,1,0.666666666666667
"UQCRH","C6_oncogenic","MSigDB_C6",-0.00189694135954134,0.0400049656302406,23,1,0.565217391304348
"REEP2","C6_oncogenic","MSigDB_C6",0.108389331047584,0.0400645799108887,19,1,0.578947368421053
"PCDHB15","C6_oncogenic","MSigDB_C6",-0.0129286990743857,0.040190207516921,16,1,0.75
"ITPA","C6_oncogenic","MSigDB_C6",-0.0842631412664995,0.0403085765300061,23,1,0.695652173913043
"AQP5","C6_oncogenic","MSigDB_C6",1.08222271983828,0.0404279965462168,7,1,1
"KRT8P12","C6_oncogenic","MSigDB_C6",-0.201952358308336,0.0404279965462168,10,1,0.5
"GPR35","C6_oncogenic","MSigDB_C6",0.124048316024274,0.0404842286150172,23,1,0.521739130434783
"CDH10","C6_oncogenic","MSigDB_C6",-0.00476781571483858,0.0405128075362155,12,1,0.75
"SDC3","C6_oncogenic","MSigDB_C6",-0.199248178298184,0.0407720595584285,23,1,0.478260869565217
"COL4A4","C6_oncogenic","MSigDB_C6",-0.0877287360211746,0.0408115716266007,21,1,0.523809523809524
"ADAM17","C6_oncogenic","MSigDB_C6",-0.094308778016636,0.0409519067745566,23,1,0.652173913043478
"GSK3B","KEGG_oncogenesis","KEGG",0.0641212038188517,0.0409646073559143,23,1,0.652173913043478
"SLC18A1","C6_oncogenic","MSigDB_C6",0.253050660089836,0.040970816858983,14,1,0.857142857142857
"NBEA","C6_oncogenic","MSigDB_C6",0.133770634260823,0.0410315507698157,23,1,0.739130434782609
"RWDD2B","C6_oncogenic","MSigDB_C6",-0.0695608506392732,0.0410643170542261,23,1,0.652173913043478
"PIH1D1","C6_oncogenic","MSigDB_C6",-0.0730592207328546,0.0412027494451761,23,1,0.608695652173913
"PSME1","C6_oncogenic","MSigDB_C6",-0.0454023481439108,0.0412594671557698,23,1,0.521739130434783
"COL1A2","C6_oncogenic","MSigDB_C6",-0.143049884791084,0.0413231411557831,22,1,0.681818181818182
"TRMT5","C6_oncogenic","MSigDB_C6",-0.0714174658306879,0.0413611330814478,23,1,0.652173913043478
"NDP","C6_oncogenic","MSigDB_C6",-0.497593802693459,0.0413775363867509,8,1,0.75
"GABRB1","C6_oncogenic","MSigDB_C6",0.32486005115228,0.0415310919717332,9,1,0.777777777777778
"MED11","C6_oncogenic","MSigDB_C6",-0.109193298657922,0.0415704487673341,23,1,0.739130434782609
"OSBPL2","C6_oncogenic","MSigDB_C6",0.0785575360118064,0.0415723266390056,23,1,0.478260869565217
"MGAT1","C6_oncogenic","MSigDB_C6",-0.0883414684368558,0.0416412388343359,23,1,0.478260869565217
"MAST1","C6_oncogenic","MSigDB_C6",0.171875086848537,0.0417569103170697,17,1,0.588235294117647
"CNTN1","C6_oncogenic","MSigDB_C6",0.271028185587194,0.0418722863946779,13,1,0.615384615384615
"POU6F1","C6_oncogenic","MSigDB_C6",0.0785971432318685,0.0418722863946779,23,1,0.608695652173913
"AMBN","C6_oncogenic","MSigDB_C6",-0.606191270258831,0.0419372227604145,1,1,NA
"KLHL3","C6_oncogenic","MSigDB_C6",0.0696876027845935,0.0419734548457392,23,1,0.739130434782609
"RNASET2","C6_oncogenic","MSigDB_C6",0.0388168447725452,0.0423081146346738,10,1,0.5
"EGF","C6_oncogenic","MSigDB_C6",0.104390129658895,0.0423455892980795,22,1,0.681818181818182
"TAPBP","C6_oncogenic","MSigDB_C6",-0.144726185512591,0.0423455892980795,23,1,0.652173913043478
"THEMIS2","C6_oncogenic","MSigDB_C6",-0.235501949181489,0.0425091874604158,23,1,0.608695652173913
"TANC2","C6_oncogenic","MSigDB_C6",0.0463243076218768,0.0425781674966313,23,1,0.565217391304348
"FKRP","C6_oncogenic","MSigDB_C6",-0.113506537960482,0.0425880662378265,23,1,0.478260869565217
"NR1H3","C6_oncogenic","MSigDB_C6",-0.100039739585293,0.0426186874919239,23,1,0.652173913043478
"GTF2IRD1","C6_oncogenic","MSigDB_C6",0.105748354311382,0.0426990599883756,23,1,0.695652173913043
"TNNT2","C6_oncogenic","MSigDB_C6",0.27413742691908,0.0427019272990967,18,1,0.611111111111111
"CHST1","C6_oncogenic","MSigDB_C6",-0.467041908725575,0.0428021662158927,18,1,0.666666666666667
"APOC1","C6_oncogenic","MSigDB_C6",0.50607478541264,0.0428397560701315,21,1,0.619047619047619
"HLF","C6_oncogenic","MSigDB_C6",0.145768219455567,0.0428945018192627,18,1,0.611111111111111
"LRRC8A","C6_oncogenic","MSigDB_C6",-0.125308297994328,0.0429037296333779,23,1,0.608695652173913
"NFX1","C6_oncogenic","MSigDB_C6",0.0636686131416211,0.0429037296333779,23,1,0.521739130434783
"TMOD3","C6_oncogenic","MSigDB_C6",-0.12576422375174,0.0429896516503536,23,1,0.739130434782609
"MEGF6","C6_oncogenic","MSigDB_C6",0.0955548883735102,0.0430204084045408,23,1,0.521739130434783
"HOMER1","C6_oncogenic","MSigDB_C6",0.00470371369811905,0.0430435784540631,23,1,0.478260869565217
"NTRK1","oncogene","Curated",-0.479141200172652,0.0432106185276674,14,1,0.714285714285714
"FOLH1B","C6_oncogenic","MSigDB_C6",4.14687164023899,0.0432117059738518,1,1,NA
"KCNQ1OT1","C6_oncogenic","MSigDB_C6",0.0930240716000991,0.0432117059738518,23,1,0.565217391304348
"LIF","C6_oncogenic","MSigDB_C6",-0.284047504813049,0.0432147578522235,18,1,0.666666666666667
"SNAP25","C6_oncogenic","MSigDB_C6",0.26074948872457,0.0432741022684996,12,1,0.666666666666667
"ANXA2P2","C6_oncogenic","MSigDB_C6",-0.203777962245069,0.0438200368506955,10,1,0.7
"ACY1","C6_oncogenic","MSigDB_C6",-0.164634651482408,0.0438943892541595,19,1,0.736842105263158
"ARSJ","C6_oncogenic","MSigDB_C6",-0.181226331548174,0.0438943892541595,17,1,0.647058823529412
"MBD4","C6_oncogenic","MSigDB_C6",0.0429526742372817,0.0440155288053303,23,1,0.565217391304348
"RBPJL","C6_oncogenic","MSigDB_C6",-0.479400521386267,0.0442103578408669,3,1,0.666666666666667
"MYH11","C6_oncogenic","MSigDB_C6",-0.274173661425988,0.0442339287317875,22,1,0.727272727272727
"UGGT1","C6_oncogenic","MSigDB_C6",-0.0698842261534876,0.0442544330072162,23,1,0.521739130434783
"MICALL2","C6_oncogenic","MSigDB_C6",-0.179101618040652,0.044386785559309,23,1,0.695652173913043
"RAB6B","C6_oncogenic","MSigDB_C6",0.0885956235017661,0.0444430341834496,23,1,0.652173913043478
"TDRKH","C6_oncogenic","MSigDB_C6",0.0975128208816167,0.0444430341834496,23,1,0.478260869565217
"DLG2","C6_oncogenic","MSigDB_C6",0.194177974586185,0.0444457011322227,23,1,0.608695652173913
"ERMAP","C6_oncogenic","MSigDB_C6",0.195676843257882,0.0444457011322227,19,1,0.684210526315789
"COL1A1","C6_oncogenic","MSigDB_C6",-0.190408521226337,0.044513425063568,23,1,0.608695652173913
"NABP1","C6_oncogenic","MSigDB_C6",-0.176041279887936,0.0446680565460132,23,1,0.565217391304348
"PTPRR","C6_oncogenic","MSigDB_C6",-0.232493367114875,0.0447107309685121,20,1,0.4
"ACVR2B","C6_oncogenic","MSigDB_C6",0.167108386657598,0.0447972401277211,23,1,0.608695652173913
"GFER","C6_oncogenic","MSigDB_C6",0.0356074861756254,0.0447972401277211,23,1,0.565217391304348
"ZFP62","C6_oncogenic","MSigDB_C6",-0.0197418780868395,0.0448160707954072,23,1,0.608695652173913
"ZNF576","C6_oncogenic","MSigDB_C6",-0.189440928902358,0.0448160707954072,10,1,0.7
"CHRNA1","C6_oncogenic","MSigDB_C6",0.220640185647897,0.0449579694276333,13,1,0.538461538461538
