"disease_name","disease_id","mean_score","max_score","n_genes","genes"
"Sleep apnea","HP_0010535",0.0884168471797776,0.0884168471797776,1,"CA12"
"Rare isolated myopia","Orphanet_98619",0.0883942807155604,0.0883942807155604,1,"BEST1"
"uncombable hair syndrome","MONDO_0008621",0.0880560961771771,0.0880560961771771,1,"SOAT1"
"central sleep apnea syndrome","MONDO_0004731",0.0877752154876167,0.0877752154876167,1,"CA12"
"Abnormal circulating lipid concentration","HP_0003119",0.0874800356355599,0.0874800356355599,1,"APOA4"
"entropion","MONDO_0001519",0.0874619776284461,0.0874619776284461,1,"PI3"
"ectropion","MONDO_0002043",0.0874619776284461,0.0874619776284461,1,"PI3"
"congenital adrenal hyperplasia","MONDO_0018479",0.0865371229744229,0.0865371229744229,1,"SOAT1"
"high grade ovarian serous adenocarcinoma","EFO_1001958",0.0862947551899765,0.0862947551899765,1,"C12orf43"
"gastroesophageal junction adenocarcinoma","MONDO_0003219",0.0856911957514779,0.0856911957514779,1,"DKK1"
"spermatogenic failure 3","MONDO_0011720",0.0853008783605026,0.0853008783605026,1,"BEST1"
"spermatogenic failure 55","MONDO_0030307",0.0853008783605026,0.0853008783605026,1,"BEST1"
"hyperinsulinism due to INSR deficiency","MONDO_0012381",0.0846088400826055,0.0846088400826055,1,"GIPR"
"primary biliary cholangitis","MONDO_0005388",0.0836491294604047,0.0836491294604047,1,"ENPP2"
"Glycosuria","HP_0003076",0.0834605264665634,0.0834605264665634,1,"C12orf43"
"Rare familial disorder with hypertrophic cardiomyopathy","Orphanet_99739",0.0829950745023652,0.0829950745023652,1,"HIF3A"
"Cholecystitis","HP_0001082",0.0827540853389055,0.0827540853389055,1,"C12orf43"
"Epidermal Inclusion Cyst","EFO_1000243",0.0823879419735794,0.0823879419735794,1,"CSTA"
"cartilage disease","EFO_0005802",0.08217355339202,0.08217355339202,1,"VAMP5"
"Pleural effusion","HP_0002202",0.0808301940516667,0.0808301940516667,1,"MMP3"
"Woolly hair","HP_0002224",0.0807365158246112,0.0807365158246112,1,"SOAT1"
"Epstein-Barr virus infection","MONDO_0005111",0.0806610314579617,0.0806610314579617,1,"ERAP2"
"inflammatory breast carcinoma","MONDO_0006804",0.0802467358023039,0.0802467358023039,1,"DCN"
"hemorrhoid","MONDO_0004872",0.0794061293820237,0.0794061293820237,1,"EVI2B"
"ringed hair disease","MONDO_0008388",0.078936713262832,0.078936713262832,1,"SOAT1"
"familial isolated dilated cardiomyopathy","MONDO_0700335",0.0788905387228628,0.0788905387228628,1,"HIF3A"
"diffuse intrinsic pontine glioma","MONDO_0006033",0.0785736275111127,0.0785736275111127,1,"IL13RA2"
"fragile X syndrome","MONDO_0010383",0.0783714614073059,0.0783714614073059,1,"ICAM5"
"Dupuytren Contracture","EFO_0004229",0.0775009628205813,0.0775009628205813,1,"EVI2B"
"left ventricular noncompaction","MONDO_0018901",0.0770867683942446,0.0770867683942446,1,"HIF3A"
"endocrine system disorder","MONDO_0005151",0.0756775667042824,0.0756775667042824,1,"ACAA2"
"anaphylaxis","MONDO_0100053",0.0753914142036318,0.0753914142036318,1,"BDKRB1"
"Pruritus","HP_0000989",0.0753228164833221,0.0753228164833221,1,"ENPP2"
"familial isolated restrictive cardiomyopathy","EFO_0700102",0.0751623789968645,0.0751623789968645,1,"HIF3A"
"chronic rhinosinusitis without nasal polyps","EFO_1002030",0.0750247105009945,0.0750247105009945,1,"CTSC"
"Cataract with Y-shaped suture opacities","Orphanet_98985",0.0747678011714532,0.0747678011714532,1,"ANGPTL1"
"pili torti","MONDO_0009870",0.0744925155102485,0.0744925155102485,1,"SOAT1"
"acute promyelocytic leukemia","MONDO_0012883",0.0744703407189674,0.0744703407189674,1,"IL24"
"multiple epiphyseal dysplasia due to collagen 9 anomaly","MONDO_0015627",0.0744609636567655,0.0744609636567655,1,"TENT5A"
"cardiac hypertrophy","EFO_0002503",0.0741804258551814,0.0741804258551814,1,"KLF2"
"metaphyseal chondrodysplasia, Spahr type","MONDO_0009597",0.0739456913169213,0.0739456913169213,1,"TENT5A"
"neuropathic pain","EFO_0005762",0.0739159709369404,0.0739159709369404,1,"EREG"
"Low back pain","HP_0003419",0.0739159709369404,0.0739159709369404,1,"EREG"
"acute myeloid leukemia by FAB classification","MONDO_0015667",0.0739159709369404,0.0739159709369404,1,"ERAP2"
"chronic graft versus host disease","MONDO_0020547",0.0739159709369404,0.0739159709369404,1,"CD83"
"postherpetic neuralgia","MONDO_0041052",0.0739159709369404,0.0739159709369404,1,"BDKRB1"
"percutaneous transluminal coronary angioplasty","EFO_0003951",0.0733151454088808,0.0733151454088808,1,"APOA4"
"Leri-Weill dyschondrosteosis","MONDO_0007481",0.0729968237851181,0.0729968237851181,1,"TENT5A"
"3M syndrome","Orphanet_2616",0.0721715507020572,0.0721715507020572,1,"TENT5A"
"precursor B-cell acute lymphoblastic leukemia","MONDO_0020511",0.0720680716635169,0.0720680716635169,1,"KLF2"
"focal segmental glomerulosclerosis","MONDO_0100313",0.0719386857371271,0.0719386857371271,1,"CD1D"
"arrhythmogenic right ventricular dysplasia 1","MONDO_0007152",0.0718962170310885,0.0718962170310885,1,"HIF3A"
"Léri-Weill dyschondrosteosis","Orphanet_240",0.0715758631598263,0.0715758631598263,1,"TENT5A"
"female reproductive organ cancer","MONDO_0001416",0.0713289119541475,0.0713289119541475,1,"CIRBP"
"Smith-McCort dysplasia","MONDO_0015799",0.0710489552142238,0.0710489552142238,1,"TENT5A"
"loose anagen syndrome","MONDO_0010908",0.0705712732520438,0.0705712732520438,1,"SOAT1"
"autosomal dominant secondary polycythemia","EFO_0700057",0.070432680806537,0.070432680806537,1,"IL24"
"transient bullous dermolysis of the newborn","MONDO_0007548",0.0703291984472253,0.0703291984472253,1,"SOAT1"
"Marie Unna hereditary hypotrichosis","MONDO_0018631",0.0703181110515848,0.0703181110515848,1,"SOAT1"
"achondrogenesis","MONDO_0019648",0.069909308508211,0.069909308508211,1,"TENT5A"
"brachydactyly type A1","MONDO_0007215",0.0696290704769535,0.0696290704769535,1,"TENT5A"
"neutropenia, severe congenital, 10, autosomal recessive","MONDO_0957809",0.069564168148028,0.069564168148028,1,"SERPINB2"
"cleidocranial dysplasia 1","MONDO_0007340",0.0695281772298459,0.0695281772298459,1,"TENT5A"
"atrial septal defect","MONDO_0006664",0.0694411345534762,0.0694411345534762,1,"HIF3A"
"spondyloepimetaphyseal dysplasia with multiple dislocations","MONDO_0011335",0.0694295281537449,0.0694295281537449,1,"TENT5A"
"Duane retraction syndrome","MONDO_0007473",0.069247818058525,0.069247818058525,1,"SOAT1"
"cerebral cavernous malformation","MONDO_0000820",0.0689573665138321,0.0689573665138321,1,"KLF2"
"meningitis","MONDO_0021108",0.0689205567279894,0.0689205567279894,1,"APOA4"
"ocular cicatricial pemphigoid","MONDO_0008109",0.0686309790149491,0.0686309790149491,1,"GLIPR1"
"myopathy","MONDO_0005336",0.0685372357377031,0.0685372357377031,1,"NPTX2"
"Atrial stand still","Orphanet_1344",0.0681809128807997,0.0681809128807997,1,"HIF3A"
"hereditary thrombocytopenia with normal platelets","EFO_0700062",0.0681500118985053,0.0681500118985053,1,"SERPINB2"
"spermatogenic failure 24","MONDO_0054728",0.0680987840242031,0.0680987840242031,1,"CCT6B"
"early-onset nuclear cataract","MONDO_0020376",0.0680206897476869,0.0680206897476869,1,"ANGPTL1"
"Burkitt lymphoma","MONDO_0007243",0.0678076372275682,0.0678076372275682,1,"IL24"
"cholesterol-ester transfer protein deficiency","MONDO_0007744",0.0677735537520806,0.0677735537520806,1,"MGST1"
"spermatogenic failure 99","MONDO_0978297",0.0671157016107418,0.0671157016107418,1,"CCT6B"
"hypertriglyceridemia 2","MONDO_0859149",0.0666943805764013,0.0666943805764013,1,"MGST1"
"pyelonephritis","MONDO_0006939",0.0665364482011106,0.0665364482011106,1,"GLIPR1"
"spermatogenic failure 83","MONDO_0957250",0.0663026259304355,0.0663026259304355,1,"CCT6B"
"monosomy 7 myelodysplasia and leukemia syndrome 1","MONDO_0009646",0.0662933864340684,0.0662933864340684,1,"SERPINB2"
"Congenital ptosis","Orphanet_91411",0.0662896906355215,0.0662896906355215,1,"GLIPR1"
"medullary thyroid gland carcinoma","MONDO_0015277",0.0661547939885616,0.0661547939885616,1,"KLF2"
"Isolated anophthalmia - microphthalmia","Orphanet_2542",0.0660257100114273,0.0660257100114273,1,"GLIPR1"
"familial long QT syndrome","MONDO_0019171",0.0656225989978157,0.0656225989978157,1,"HIF3A"
"Romano-Ward syndrome","Orphanet_101016",0.0656225989978157,0.0656225989978157,1,"HIF3A"
"Other metabolic disease","Orphanet_91088",0.0649331272466872,0.0649331272466872,1,"KLF2"
"bilateral striopallidodentate calcinosis","MONDO_0008947",0.0648998506872157,0.0648998506872157,1,"CLDN11"
"spermatogenic failure 72","MONDO_0030809",0.064816914914603,0.064816914914603,1,"CCT6B"
"spermatogenic failure 85","MONDO_0957584",0.0645212510308552,0.0645212510308552,1,"CCT6B"
"spermatogenic failure, X-linked, 5","MONDO_0859477",0.0643364611035129,0.0643364611035129,1,"CCT6B"
"spermatogenic failure 27","MONDO_0054731",0.0642625451325759,0.0642625451325759,1,"CCT6B"
"spermatogenic failure 43","MONDO_0032898",0.0641147131907021,0.0641147131907021,1,"CCT6B"
"spermatogenic failure 82","MONDO_0957249",0.0638116577098606,0.0638116577098606,1,"CCT6B"
"autosomal systemic lupus erythematosus type 16","MONDO_0013743",0.0634494694522696,0.0634494694522696,1,"CD1D"
"Young adult-onset Parkinsonism","Orphanet_2828",0.0633343077549802,0.0633343077549802,1,"CLDN11"
"ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome","MONDO_0014419",0.0632291587944492,0.0632291587944492,1,"SLC1A3"
"Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome","Orphanet_370022",0.0632291587944492,0.0632291587944492,1,"SLC1A3"
"juvenile myoclonic epilepsy","MONDO_0009696",0.0629957075195734,0.0629957075195734,1,"CLDN11"
"Autosomal dominant optic atrophy, classic type","Orphanet_98673",0.0628686131139901,0.0628686131139901,1,"SLC1A3"
"adult-onset Still disease","MONDO_0019355",0.0628285752963993,0.0628285752963993,1,"CIRBP"
"hereditary hyperferritinemia with congenital cataracts","MONDO_0010952",0.0625587820024795,0.0625587820024795,1,"ANGPTL1"
"bronchial disorder","MONDO_0001358",0.0622251664655106,0.0622251664655106,1,"SDSL"
"osteomyelitis","MONDO_0005246",0.0620894155870299,0.0620894155870299,1,"KLF2"
"apolipoprotein c-III deficiency","MONDO_0013534",0.0620450660044677,0.0620450660044677,1,"MGST1"
"spermatogenic failure 65","MONDO_0030531",0.0620302828102803,0.0620302828102803,1,"CCT6B"
"spermatogenic failure, X-linked, 8","MONDO_0970943",0.0619046256596876,0.0619046256596876,1,"CCT6B"
"nail-patella-like renal disease","MONDO_0009724",0.0619009298611407,0.0619009298611407,1,"CD1D"
"rhizomelic chondrodysplasia punctata","MONDO_0015776",0.0618576582198214,0.0618576582198214,1,"GPC6"
"retinal degeneration-nanophthalmos-glaucoma syndrome","MONDO_0009978",0.0617697290127276,0.0617697290127276,1,"SLC1A3"
"Retinal degeneration - nanophthalmos - glaucoma","Orphanet_1574",0.0617697290127276,0.0617697290127276,1,"SLC1A3"
"hypertrophic pyloric stenosis","MONDO_0001560",0.0617694695719792,0.0617694695719792,1,"APOA4"
"spermatogenic failure 84","MONDO_0957301",0.0617050525381578,0.0617050525381578,1,"CCT6B"
"spermatogenic failure 93","MONDO_0971000",0.0617050525381578,0.0617050525381578,1,"CCT6B"
"ocular cystinosis","MONDO_0009064",0.0616736382505096,0.0616736382505096,1,"ANGPTL1"
"spermatogenic failure 51","MONDO_0030926",0.0616311365672209,0.0616311365672209,1,"CCT6B"
"idiopathic aplastic anemia","MONDO_0012197",0.0615412054692476,0.0615412054692476,1,"SERPINB2"
"spermatogenic failure 56","MONDO_0030430",0.0615054794166281,0.0615054794166281,1,"CCT6B"
"spermatogenic failure 92","MONDO_0970999",0.0615054794166281,0.0615054794166281,1,"CCT6B"
"spermatogenic failure 94","MONDO_0971002",0.0615054794166281,0.0615054794166281,1,"CCT6B"
"pulverulent cataract","MONDO_0011430",0.0614518903376988,0.0614518903376988,1,"ANGPTL1"
"Leber hereditary optic neuropathy","MONDO_0010788",0.0611316904580428,0.0611316904580428,1,"SLC1A3"
"spermatogenic failure 91","MONDO_0970952",0.0610102424113506,0.0610102424113506,1,"CCT6B"
"atrial septal defect 1","MONDO_0007172",0.0610073679013697,0.0610073679013697,1,"HIF3A"
"erythrocytosis, familial, 3","MONDO_0012353",0.0608993684549452,0.0608993684549452,1,"IL24"
"Adult-onset autosomal recessive cerebellar ataxia","Orphanet_284289",0.0608982083848457,0.0608982083848457,1,"CLDN11"
"fragile X-associated tremor/ataxia syndrome","MONDO_0010382",0.0607071869305091,0.0607071869305091,1,"CLDN11"
"spermatogenic failure 39","MONDO_0032845",0.0606332709595722,0.0606332709595722,1,"CCT6B"
"spermatogenic failure 98","MONDO_0700290",0.0606184877653848,0.0606184877653848,1,"CCT6B"
"spermatogenic failure 89","MONDO_0958206",0.0606184877653848,0.0606184877653848,1,"CCT6B"
"spermatogenic failure 100","MONDO_0978302",0.0606184877653848,0.0606184877653848,1,"CCT6B"
"C1Q deficiency 1","MONDO_0958182",0.0605150054060731,0.0605150054060731,1,"CD1D"
"breast fibrocystic disease","MONDO_0005219",0.0603907560112344,0.0603907560112344,1,"EREG"
"thrombocytopenia 4","MONDO_0012775",0.0603246717809105,0.0603246717809105,1,"SERPINB2"
"spermatogenic failure 79","MONDO_0859352",0.0601823835368568,0.0601823835368568,1,"CCT6B"
"spermatogenic failure 80","MONDO_0859364",0.0601823835368568,0.0601823835368568,1,"CCT6B"
"spermatogenic failure, X-linked, 3","MONDO_0025354",0.0601749919397631,0.0601749919397631,1,"CCT6B"
"spermatogenic failure 64","MONDO_0030522",0.0601602087455758,0.0601602087455758,1,"CCT6B"
"atrial septal defect, ostium primum type","MONDO_0020437",0.0601583608463023,0.0601583608463023,1,"HIF3A"
"spermatogenic failure 54","MONDO_0023664",0.0601528171484821,0.0601528171484821,1,"CCT6B"
"congenital amegakaryocytic thrombocytopenia 1","MONDO_0800452",0.060056726386264,0.060056726386264,1,"SERPINB2"
"glycogen storage disease due to muscle and heart glycogen synthase deficiency","MONDO_0012693",0.0600530305877172,0.0600530305877172,1,"HIF3A"
"spermatogenic failure 10","MONDO_0013901",0.0600419431920767,0.0600419431920767,1,"CCT6B"
"spermatogenic failure 11","MONDO_0014037",0.0600419431920767,0.0600419431920767,1,"CCT6B"
"Malformation syndrome with skin/mucosae involvement","Orphanet_139027",0.0600071871983435,0.0600071871983435,1,"CSTA"
"Ebstein anomaly","MONDO_0009144",0.0600012894080613,0.0600012894080613,1,"HIF3A"
"Hyperuricemia - anemia - renal failure","Orphanet_217330",0.0598091078836253,0.0598091078836253,1,"CD1D"
"spermatogenic failure 76","MONDO_0031077",0.0597462793083289,0.0597462793083289,1,"CCT6B"
"Salivary Gland Pleomorphic Adenoma","EFO_1000518",0.0595097482013307,0.0595097482013307,1,"DCN"
"thrombocytopenia 5","MONDO_0014536",0.0594838776115027,0.0594838776115027,1,"SERPINB2"
"isolated ectopia lentis","MONDO_0015998",0.0593485703202599,0.0593485703202599,1,"ANGPTL1"
"rhabdomyolysis","EFO_0003867",0.0591427984753911,0.0591427984753911,1,"SH2D4A"
"Epidermolysis bullosa simplex with pyloric atresia","Orphanet_158684",0.0591290809510054,0.0591290809510054,1,"DCN"
"Classical progressive supranuclear palsy","Orphanet_240071",0.0589527092314642,0.0589527092314642,1,"CLDN11"
"lung agenesis-heart defect-thumb anomalies syndrome","MONDO_0011116",0.0588592876570856,0.0588592876570856,1,"HIF3A"
"Lung agenesis - heart defect - thumb anomalies","Orphanet_1120",0.0588592876570856,0.0588592876570856,1,"HIF3A"
"spermatogenic failure 58","MONDO_0030463",0.058777980089055,0.058777980089055,1,"CCT6B"
"Dent disease type 1","MONDO_0010225",0.0587133036144852,0.0587133036144852,1,"CD1D"
"spinocerebellar ataxia type 36","MONDO_0013594",0.0586578666362824,0.0586578666362824,1,"CLDN11"
"invasive hydatidiform mole","MONDO_0020549",0.0586227565500874,0.0586227565500874,1,"DCN"
"fibronectin glomerulopathy","MONDO_0007671",0.0586116691544469,0.0586116691544469,1,"CD1D"
"Foveal hypoplasia - presenile cataract","Orphanet_2253",0.0584545977162059,0.0584545977162059,1,"ANGPTL1"
"bone marrow failure and diabetes mellitus syndrome","MONDO_0859288",0.0583658985510815,0.0583658985510815,1,"SERPINB2"
"Progressive myoclonic epilepsy","Orphanet_98261",0.0582480949724008,0.0582480949724008,1,"CLDN11"
"Hermansky-Pudlak syndrome","MONDO_0019312",0.0581336278785193,0.0581336278785193,1,"ADGRL4"
"body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency","MONDO_0012570",0.0580609951709667,0.0580609951709667,1,"CSTA"
"maple syrup urine disease","MONDO_0009563",0.0578854447399914,0.0578854447399914,1,"TP53I11"
"episodic ataxia type 5","MONDO_0013464",0.0578078329705076,0.0578078329705076,1,"CLDN11"
"Felty syndrome","MONDO_0007603",0.0577098943090162,0.0577098943090162,1,"SERPINB2"
"behavioral variant of frontotemporal dementia","MONDO_0017160",0.056965396223968,0.056965396223968,1,"CLDN11"
"autoimmune pulmonary alveolar proteinosis","MONDO_0012579",0.0568881950987672,0.0568881950987672,1,"VAMP5"
"gallstones","MONDO_0005346",0.0568626020828371,0.0568626020828371,1,"C12orf43"
"eosinophilic esophagitis","MONDO_0005361",0.056859311953573,0.056859311953573,1,"CD1D"
"hereditary hypercarotenemia and vitamin A deficiency","MONDO_0007272",0.0568265984563198,0.0568265984563198,1,"MGST1"
"X-linked adrenoleukodystrophy","Orphanet_43",0.0567785530752107,0.0567785530752107,1,"CLDN11"
"spinocerebellar ataxia type 21","MONDO_0011833",0.056675070715899,0.056675070715899,1,"CLDN11"
"sudden cardiac arrest","EFO_0004278",0.0565364782703923,0.0565364782703923,1,"HIF3A"
"Zellweger spectrum disorders","MONDO_0019609",0.0564599916662438,0.0564599916662438,1,"CLDN11"
"Hypomyelinating leukodystrophy with or without oligondontia and/or hypogonadism","Orphanet_289494",0.0563598845934258,0.0563598845934258,1,"CLDN11"
"sebaceous of Jadassohn nevus","EFO_1001841",0.0563461446452296,0.0563461446452296,1,"PI3"
"familial or sporadic hemiplegic migraine","MONDO_0018925",0.0562533390372755,0.0562533390372755,1,"CLDN11"
"congenital microcoria","MONDO_0007989",0.0561632026171607,0.0561632026171607,1,"ANGPTL1"
"Perrault syndrome","MONDO_0017312",0.0561420872881297,0.0561420872881297,1,"CLDN11"
"KRT14-related epidermolysis bullosa simplex","Orphanet_89838",0.0561317883295125,0.0561317883295125,1,"CSTA"
"gallbladder disorder","MONDO_0005281",0.0559687856861314,0.0559687856861314,1,"C12orf43"
"autosomal recessive limb-girdle muscular dystrophy type 2C","MONDO_0009677",0.0558971051217877,0.0558971051217877,1,"HIF3A"
"chronic respiratory distress with surfactant metabolism deficiency","MONDO_0016323",0.0558435160428584,0.0558435160428584,1,"VAMP5"
"surfactant metabolism dysfunction, pulmonary, 2","MONDO_0024465",0.0558435160428584,0.0558435160428584,1,"VAMP5"
"immunodeficiency 37","MONDO_0014491",0.0558361244457648,0.0558361244457648,1,"GCNT3"
"asbestosis","MONDO_0016466",0.0557880790646557,0.0557880790646557,1,"VAMP5"
"Dystrophic epidermolysis bullosa","Orphanet_303",0.0557178588922656,0.0557178588922656,1,"CSTA"
"frontotemporal dementia with motor neuron disease","MONDO_0017161",0.0556796094305272,0.0556796094305272,1,"CLDN11"
"dyskeratosis congenita","MONDO_0015780",0.0556302873856741,0.0556302873856741,1,"MVK"
"hearing loss, autosomal dominant 87","MONDO_0859525",0.0555922017416728,0.0555922017416728,1,"CLDN11"
"aniridia","MONDO_0019172",0.0554979588787282,0.0554979588787282,1,"ANGPTL1"
"spermatogenic failure 7","MONDO_0013070",0.0554591529939863,0.0554591529939863,1,"CCT6B"
"epidermolysis bullosa, junctional 2A, intermediate","MONDO_0030746",0.055444369799799,0.055444369799799,1,"CSTA"
"familial hypobetalipoproteinemia 2","MONDO_0011505",0.0554369782027053,0.0554369782027053,1,"MGST1"
"mitochondrial DNA depletion syndrome 7 (hepatocerebral type)","MONDO_0010060",0.0554361569141393,0.0554361569141393,1,"CLDN11"
"autosomal dominant keratitis","MONDO_0007848",0.0554221950085179,0.0554221950085179,1,"ANGPTL1"
"arrhythmogenic right ventricular dysplasia, familial, 14","MONDO_0030062",0.055370453828862,0.055370453828862,1,"HIF3A"
"Basal ganglia calcification","HP_0002135",0.0553649101310418,0.0553649101310418,1,"CLDN11"
"Spectrin-associated autosomal recessive cerebellar ataxia","Orphanet_352403",0.0553390395412138,0.0553390395412138,1,"CLDN11"
"Aland island eye disease","MONDO_0010371",0.055335343742667,0.055335343742667,1,"C1R"
"Åland Islands eye disease","Orphanet_178333",0.055335343742667,0.055335343742667,1,"C1R"
"juvenile Huntington disease","MONDO_0016621",0.0552854504622845,0.0552854504622845,1,"CLDN11"
"fish eye disease","MONDO_0007620",0.0552817546637377,0.0552817546637377,1,"MGST1"
"Fish-eye disease","Orphanet_79292",0.0552817546637377,0.0552817546637377,1,"MGST1"
"cataract 5 multiple types","MONDO_0007290",0.0552226218869881,0.0552226218869881,1,"ANGPTL1"
"ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome","MONDO_0020745",0.0551930554986134,0.0551930554986134,1,"HIF3A"
"breast disorder","MONDO_0002657",0.0551685279460519,0.0551685279460519,1,"EREG"
"Dysequilibrium syndrome","Orphanet_1766",0.0551458827366057,0.0551458827366057,1,"CLDN11"
"eosinophilic granulomatosis with polyangiitis","MONDO_0015943",0.0550673983480206,0.0550673983480206,1,"CD83"
"epidermolysis bullosa simplex 2A, generalized severe","MONDO_0030489",0.0550600067509269,0.0550600067509269,1,"CSTA"
"cataract 16 multiple types","MONDO_0013411",0.0550008739741773,0.0550008739741773,1,"ANGPTL1"
"scrapie","MONDO_0006961",0.0546978184933359,0.0546978184933359,1,"BAMBI"
"cardiomyopathy, familial restrictive, 3","MONDO_0012900",0.0546534689107737,0.0546534689107737,1,"HIF3A"
"sarcosinemia","MONDO_0010008",0.0546239025223989,0.0546239025223989,1,"TP53I11"
"UV-sensitive syndrome 3","MONDO_0013834",0.0545278117601809,0.0545278117601809,1,"CSTA"
"UV-sensitive syndrome","MONDO_0015797",0.0545278117601809,0.0545278117601809,1,"CSTA"
"familial idiopathic dilatation of the right atrium","MONDO_0015666",0.0544317209979629,0.0544317209979629,1,"HIF3A"
"Leber congenital amaurosis 6","MONDO_0013446",0.0542136688836989,0.0542136688836989,1,"BEX1"
"surfactant metabolism dysfunction, pulmonary, 1","MONDO_0009929",0.0540880117331061,0.0540880117331061,1,"VAMP5"
"combined immunodeficiency due to DOCK8 deficiency","MONDO_0009478",0.0540769243374656,0.0540769243374656,1,"SCARA5"
"sick sinus syndrome 2, autosomal dominant","MONDO_0008102",0.0539438755897791,0.0539438755897791,1,"HIF3A"
"spermatogenic failure 70","MONDO_0030733",0.0538847428130295,0.0538847428130295,1,"CCT6B"
"Heinz body anemia","MONDO_0007705",0.0538108268420926,0.0538108268420926,1,"RHCE"
"hyperlipidemia due to hepatic triglyceride lipase deficiency","MONDO_0013533",0.0537110402813277,0.0537110402813277,1,"MGST1"
"vein of Galen aneurysm","MONDO_0015196",0.0531086251181916,0.0531086251181916,1,"IGFBP6"
"spermatogenic failure 63","MONDO_0030515",0.0528794856082871,0.0528794856082871,1,"CCT6B"
"intellectual developmental disorder and retinitis pigmentosa; IDDRP","MONDO_0032594",0.05287024611192,0.05287024611192,1,"BEX1"
"granular corneal dystrophy type II","MONDO_0011855",0.052809265435897,0.052809265435897,1,"BEX1"
"idiopathic panuveitis","MONDO_0017258",0.0528037217380768,0.0528037217380768,1,"BEX1"
"spermatogenic failure, X-linked, 6","MONDO_0859478",0.0520664099279808,0.0520664099279808,1,"SCARA5"
"Young syndrome","MONDO_0010220",0.051879772101365,0.051879772101365,1,"C1R"
"hypoalphalipoproteinemia, primary, 2, intermediate","MONDO_0859238",0.0517559628500456,0.0517559628500456,1,"MGST1"
"Hypertryptophanemia","Orphanet_2224",0.0514159493837357,0.0514159493837357,1,"TP53I11"
"spermatogenic failure 81","MONDO_0859522",0.0513346418157051,0.0513346418157051,1,"CCT6B"
"bronchiolitis obliterans syndrome","MONDO_0015265",0.0511128939028943,0.0511128939028943,1,"VAMP5"
"alpha 1-antitrypsin deficiency","MONDO_0013282",0.0510537611261447,0.0510537611261447,1,"VAMP5"
"Alpha-1-antitrypsin deficiency","Orphanet_60",0.0510537611261447,0.0510537611261447,1,"VAMP5"
"wet macular degeneration","MONDO_0005417",0.0508890927686685,0.0508890927686685,1,"BDKRB1"
"ichthyosis, annular epidermolytic, 2","MONDO_0859574",0.0507507056453032,0.0507507056453032,1,"CSTA"
"interstitial lung disease 1","MONDO_0030608",0.0506398316888978,0.0506398316888978,1,"VAMP5"
"epidermolysis bullosa simplex 1B, generalized intermediate","MONDO_0007554",0.050588090509242,0.050588090509242,1,"CSTA"
"Axenfeld-Rieger syndrome","MONDO_0019187",0.0504946689348634,0.0504946689348634,1,"GFPT2"
"pyruvate kinase deficiency of red cells","MONDO_0009950",0.0503885173877122,0.0503885173877122,1,"SLC20A1"
"hemolytic anemia due to adenylate kinase deficiency","MONDO_0012967",0.0503663425964312,0.0503663425964312,1,"RHCE"
"maple syrup urine disease, mild variant","MONDO_0014057",0.0500854619068708,0.0500854619068708,1,"TP53I11"
"oculocutaneous albinism type 2","MONDO_0008746",0.0499320862671766,0.0499320862671766,1,"ADGRL4"
"temporal arteritis","MONDO_0008538",0.0498932803824347,0.0498932803824347,1,"IL13RA2"
"hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome","MONDO_0018749",0.0498045812173104,0.0498045812173104,1,"SLC20A1"
"congenital dyserythropoietic anemia type 4","MONDO_0013355",0.0497140341529127,0.0497140341529127,1,"SLC20A1"
"Congenital dyserythropoietic anemia type IV","Orphanet_293825",0.0497140341529127,0.0497140341529127,1,"SLC20A1"
"pulmonary alveolar proteinosis with hypogammaglobulinemia","MONDO_0020840",0.0493074963127595,0.0493074963127595,1,"VAMP5"
"congenital hydronephrosis","MONDO_0007741",0.0490062887311915,0.0490062887311915,1,"VAMP5"
"sitosterolemia 2","MONDO_0020748",0.0489988971340978,0.0489988971340978,1,"MGST1"
"bleeding disorder, platelet-type, 24","MONDO_0030996",0.0489841139399104,0.0489841139399104,1,"EMILIN2"
"spontaneous coronary artery dissection","EFO_0010820",0.0489619391486293,0.0489619391486293,1,"IGFBP6"
"idiopathic spontaneous coronary artery dissection","MONDO_0007385",0.0489619391486293,0.0489619391486293,1,"IGFBP6"
"T-B+ severe combined immunodeficiency due to gamma chain deficiency","MONDO_0010315",0.0487272559409045,0.0487272559409045,1,"SCARA5"
"Familial hemophagocytic lymphohistiocytosis","Orphanet_540",0.0486469749835813,0.0486469749835813,1,"MVK"
"46,XY complete gonadal dysgenesis","MONDO_0010765",0.0483040870072905,0.0483040870072905,1,"MVK"
"Liddle syndrome 2","MONDO_0020854",0.0481636466625103,0.0481636466625103,1,"IL13RA2"
"Liddle syndrome 3","MONDO_0029132",0.0481636466625103,0.0481636466625103,1,"IL13RA2"
"hyperthyroxinemia","MONDO_0005333",0.047712759239795,0.047712759239795,1,"TP53I11"
"trichothiodystrophy","MONDO_0018053",0.0475156499839632,0.0475156499839632,1,"ADGRL4"
