gene,class,source,mean_lfc,padj,n_studies,direction_concordance,signature,compound_label,compound_z,spaceflight_dir,compound_dir,reversed,reversed_z1.5,reversed_z2,reversed_z3,concordant_z1.5,reversal_score
PTPRR,C6_oncogenic,MSigDB_C6,-0.232493367114875,0.0447107309685121,20,0.4,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,2.12143064993425,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,0.493218554903912
ACVR2B,C6_oncogenic,MSigDB_C6,0.167108386657598,0.0447972401277211,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.0825659976032548,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.013797470652255
GFER,C6_oncogenic,MSigDB_C6,0.0356074861756254,0.0447972401277211,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.330012041626402,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.011750899210002
ZFP62,C6_oncogenic,MSigDB_C6,-0.0197418780868395,0.0448160707954072,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.612467837005148,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0120912653702659
ZNF576,C6_oncogenic,MSigDB_C6,-0.189440928902358,0.0448160707954072,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.64413708239462,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.122025927229292
MTA1,C6_oncogenic,MSigDB_C6,0.0736485797210043,0.0450118458097169,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.0358849865950627,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.00264287829603365
SLC5A6,C6_oncogenic,MSigDB_C6,-0.132619636287465,0.0451095401155087,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.370223014529399,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0490988415321378
SLF2,C6_oncogenic,MSigDB_C6,0.0806820266184972,0.0454080857464546,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.152864393815882,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0123334090908734
AMD1,C6_oncogenic,MSigDB_C6,-0.0883534690138209,0.0454134155289799,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.393749700611932,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0347891519722176
TMEM140,C6_oncogenic,MSigDB_C6,-0.136469038666151,0.0454964854228366,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.870413460521293,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.118784488199419
PTHLH,C6_oncogenic,MSigDB_C6,-0.232394734088091,0.0455841700627772,16,0.6875,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.286942375304761,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0666838970075551
CGNL1,C6_oncogenic,MSigDB_C6,-0.10528347588738,0.0457174312480498,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.562413020999854,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0592127977351866
ARHGAP24,C6_oncogenic,MSigDB_C6,0.0119562156142395,0.0458512239548149,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.935892334497543,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0111897305429666
LTBR,C6_oncogenic,MSigDB_C6,-0.13421475736446,0.0458512239548149,22,0.681818181818182,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.18979125645418,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0254727874348938
NEU3,C6_oncogenic,MSigDB_C6,0.121314801692821,0.0459648400499268,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.891015873349922,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.108093413980601
NOL6,C6_oncogenic,MSigDB_C6,0.0114787372177947,0.0460199191955538,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.503315905240422,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00577743101379126
HMGN2,C6_oncogenic,MSigDB_C6,-0.118651897559811,0.0463346359307658,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.48047269537096,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.175660894591253
SNRPD3,C6_oncogenic,MSigDB_C6,0.0664201189085008,0.0463774661262048,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.671176264845243,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0445796073195844
XRCC1,C6_oncogenic,MSigDB_C6,0.0378111218679529,0.0463774661262048,23,0.478260869565217,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.333737601749187,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0126189931316568
TAP1,C6_oncogenic,MSigDB_C6,-0.20129047304457,0.0465259246034108,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,1.10048223841427,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.221516590347555
ADAMTSL4,C6_oncogenic,MSigDB_C6,-0.0578964981500301,0.0467708407645715,23,0.478260869565217,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.0254971940183277,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.00147619824631307
ANAPC13,C6_oncogenic,MSigDB_C6,-0.0450027158001483,0.0469092010735965,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.234229408070559,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0105409594834363
GNG2,KEGG_oncogenesis,KEGG,-0.380258966630762,0.0469092010735965,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-2.17575621829814,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.827350811210506
PAICS,C6_oncogenic,MSigDB_C6,-0.0383150401212853,0.0469092010735965,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.517743995081965,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.01983738194412
SPTLC3,C6_oncogenic,MSigDB_C6,-0.273943216098921,0.0472747550561343,14,0.5,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.903292664643038,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.247450897630878
NECTIN3,C6_oncogenic,MSigDB_C6,-0.0842445561109652,0.0473694250550681,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.344321115735281,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.029007179554751
GFM1,C6_oncogenic,MSigDB_C6,-0.0684290403253653,0.047385300792011,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.316526782797487,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0216596239841074
UST,C6_oncogenic,MSigDB_C6,-0.0818190621740643,0.0473938831593648,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.15380872187353,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0125844853778837
HACD4,C6_oncogenic,MSigDB_C6,-0.184943000065005,0.0475249784421313,22,0.590909090909091,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,1.78686866194057,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.33046885106143
CYP2U1,C6_oncogenic,MSigDB_C6,-0.101517094420898,0.0478695996548152,22,0.590909090909091,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,1.37691195689518,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.139780101137391
LIN7B,C6_oncogenic,MSigDB_C6,0.0399865646361244,0.0478695996548152,15,0.8,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.680548249873414,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0272127865815646
CCDC51,C6_oncogenic,MSigDB_C6,-0.102074267737388,0.0478825548417303,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.300497269190342,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0306730387096889
LIN7A,C6_oncogenic,MSigDB_C6,-0.273487835584191,0.0479001849856991,20,0.55,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.817880831888863,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.223680458479083
GMNN,C6_oncogenic,MSigDB_C6,-0.116492238544515,0.048107216550919,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.291991589603621,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0340147539090971
KLF7,C6_oncogenic,MSigDB_C6,-0.155691397442297,0.0481591330970336,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.0074844413437364,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00116526313188122
ZNF271P,C6_oncogenic,MSigDB_C6,-0.168179843868493,0.0481591330970336,10,0.5,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.541626173179106,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0910906052403513
POGZ,C6_oncogenic,MSigDB_C6,0.0747097044059274,0.0483309522408647,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.0167570134969095,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.00125191152508024
DGAT2,C6_oncogenic,MSigDB_C6,-0.231073827437059,0.0485204797147218,23,0.478260869565217,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.79021205078248,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.182597323061195
GMPPA,C6_oncogenic,MSigDB_C6,-0.0860319918187217,0.0485204797147218,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.14426993081386,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0984438213261873
ZNF649,C6_oncogenic,MSigDB_C6,-0.213747117068007,0.048724756399903,10,0.5,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.130881044335562,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0279754459055765
CPT1B,C6_oncogenic,MSigDB_C6,-0.109616416114548,0.0487343081433641,12,0.583333333333333,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.648865654850942,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0711263276245795
HIC2,C6_oncogenic,MSigDB_C6,0.125505046012546,0.0489344147258507,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.469469143263141,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0589207464267111
PBDC1,C6_oncogenic,MSigDB_C6,-0.103803975105899,0.0492559872524372,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.52721716698071,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.158531212782567
ABCA3,C6_oncogenic,MSigDB_C6,0.0903233820237114,0.0496474405353184,23,0.478260869565217,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,2.57586073573366,up,up,FALSE,FALSE,FALSE,FALSE,TRUE,-0.23266045327355
NGDN,C6_oncogenic,MSigDB_C6,-0.0841403824268413,0.0496475821232225,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.145828314287827,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0122700501328393
PRKACA,C6_oncogenic,MSigDB_C6,0.0873841447409962,0.049889874513586,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.0906298179629523,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00791960913072476
MFHAS1,C6_oncogenic,MSigDB_C6,-0.0980338516152787,0.0499248575123408,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.0171699466681207,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.00168323600390479
MMP3,SASP,Curated,-1.84182173863,9.59141308249141e-34,11,0.727272727272727,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,2.07015406880178,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,3.81285476623247
HAS1,C6_oncogenic,MSigDB_C6,-1.50738812218292,1.46901498664337e-17,12,0.75,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,3.98049326581355,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,6.00014826931645
BEX1,C6_oncogenic,MSigDB_C6,-0.68964442346261,3.00035310263593e-15,15,0.666666666666667,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.19035004418997,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.820918269944088
EFEMP1,C6_oncogenic,MSigDB_C6,-0.677367670898311,5.48784563662266e-15,22,0.727272727272727,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.370183182987105,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.250750120465698
DPP4,C6_oncogenic,MSigDB_C6,-0.760316025606566,7.79097788654196e-15,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.501623427511911,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.381392330757
CLDN11,C6_oncogenic,MSigDB_C6,-0.640672977153887,1.44490942064283e-14,13,0.692307692307692,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,2.30677613702841,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,1.47788913533754
PI3,C6_oncogenic,MSigDB_C6,-1.59097722930345,1.24734223636811e-13,3,1,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,2.04690551744319,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,3.25658006878771
C1R,C6_oncogenic,MSigDB_C6,-0.993003831983938,1.5908630063087e-13,10,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.208935177322722,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.207473431717707
CSF3,C6_oncogenic,MSigDB_C6,-2.2849449707741,2.94555936024175e-13,4,1,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,3.82164017989218,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,8.73223750915286
SECTM1,C6_oncogenic,MSigDB_C6,-1.35207360550999,1.49997265274072e-12,9,1,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-4.37773038418057,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-5.91901370448966
KLF2,C6_oncogenic,MSigDB_C6,-0.339898984658889,7.65820452320896e-12,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.51059771535472,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.173551645018218
GCNT3,C6_oncogenic,MSigDB_C6,-1.55336789013441,4.03780601328117e-11,8,0.75,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.28561313528701,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,1.99703016348987
SCD,C6_oncogenic,MSigDB_C6,0.361532973817641,4.27368452496009e-11,10,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.890332233041116,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.321884459897056
TP53I11,C6_oncogenic,MSigDB_C6,-0.529355989016707,4.50562038173169e-11,10,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.944802924502737,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.500137086526023
RHOB,C6_oncogenic,MSigDB_C6,-0.304237318019392,5.79297942597475e-11,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.709945671586342,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.215991967062905
FAS,C6_oncogenic,MSigDB_C6,-0.244852403347691,1.37331266220692e-10,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,2.01267404943003,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,0.492808078158472
ERAP2,C6_oncogenic,MSigDB_C6,-0.877158237866235,3.50143649840537e-10,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.561472604508118,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.492500320380506
TP53I3,C6_oncogenic,MSigDB_C6,-0.61245657530668,4.74887840190991e-10,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.76548949859279,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,1.08128565204805
ENPP2,C6_oncogenic,MSigDB_C6,-0.514758800998253,9.3196440548004e-10,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.630132514881431,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.324366257830379
MGST1,C6_oncogenic,MSigDB_C6,-0.288675139686294,1.65602349037558e-09,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.247119242404931,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0713371818204147
GFPT2,C6_oncogenic,MSigDB_C6,-0.394272773248514,1.9275137100854e-09,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.877835951912771,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.346106815217897
CSTA,C6_oncogenic,MSigDB_C6,-0.865089595063885,3.01335964698786e-09,5,0.8,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.50110543721603,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,1.29859069482941
IGFBP6,C6_oncogenic,MSigDB_C6,-0.600812959461633,3.24865667962377e-09,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.0502453651002623,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0301880665051188
SLCO4A1,C6_oncogenic,MSigDB_C6,0.42224756041468,4.66432458665024e-09,19,0.526315789473684,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.29765569664925,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.547931952168359
ZNF281,C6_oncogenic,MSigDB_C6,-0.310115604534641,4.90984879596178e-09,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.580769387588196,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.180105649727127
CA12,C6_oncogenic,MSigDB_C6,-0.937532639005412,8.14828284072888e-09,9,0.666666666666667,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-2.93995688396654,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-2.75630553598728
MVK,C6_oncogenic,MSigDB_C6,0.158957689968559,1.11668693065895e-08,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.83846721956375,up,down,TRUE,TRUE,FALSE,FALSE,FALSE,0.292238502304774
SOAT1,C6_oncogenic,MSigDB_C6,-0.343067721690864,1.46928204489125e-08,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.0873580485187,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.373037448367534
BTG2,C6_oncogenic,MSigDB_C6,-0.25097237467609,1.95599264166479e-08,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,3.03563959291,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,0.761861677293382
KITLG,C6_oncogenic,MSigDB_C6,-0.52130830302767,2.62369315652102e-08,10,0.9,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.85059060386377,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.964728247299174
IL13RA2,C6_oncogenic,MSigDB_C6,-0.878557746724154,4.32196896667462e-08,16,0.8125,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.29430407966918,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,1.13712087581004
GLIPR1,C6_oncogenic,MSigDB_C6,-0.375525413740221,4.91840244423864e-08,22,0.590909090909091,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.903350476936579,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.339231061604035
PLAC9,C6_oncogenic,MSigDB_C6,-0.256784810639467,7.40077874779448e-08,21,0.666666666666667,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.739170984479086,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.189807881279651
CTSC,C6_oncogenic,MSigDB_C6,-0.300868898754259,1.15727561448208e-07,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.597910836823572,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.179892775028346
SLC1A3,C6_oncogenic,MSigDB_C6,-0.631116052991999,1.15727561448208e-07,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-2.16561333696067,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-1.36675334152945
CXCL3,C6_oncogenic,MSigDB_C6,-1.51865915325156,1.19944995953316e-07,9,0.888888888888889,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,4.88499158139052,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,7.41863717863553
MAN1A1,C6_oncogenic,MSigDB_C6,-0.526150605491532,1.19944995953316e-07,10,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-2.64168098015605,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-1.38992204722457
